ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
212842_x_at	1	0.52896203	0.641099	-4.64	0.1327645	RGPD6///RGPD8///RGPD3///RGPD4///RGPD5	RANBP2-like and GRIP domain containing 6///RANBP2-like and GRIP domain containing 8///RANBP2-like and GRIP domain containing 3///RANBP2-like and GRIP domain containing 4///RANBP2-like and GRIP domain containing 5
218180_s_at	1	0.52896317	-0.641097	-4.64	-0.0951004	EPS8L2	EPS8 like 2
210920_x_at	1	0.52897024	-0.641086	-4.64	-0.2552192		
200826_at	1	0.52898945	-0.641056	-4.64	-0.1175188	SNRPD2	small nuclear ribonucleoprotein D2 polypeptide
210226_at	1	0.52901141	0.641022	-4.64	0.3551819	NR4A1	nuclear receptor subfamily 4 group A member 1
204583_x_at	1	0.52904653	0.640966	-4.64	0.3525488	KLK3	kallikrein related peptidase 3
209930_s_at	1	0.52905463	-0.640954	-4.64	-0.5668095	NFE2	nuclear factor, erythroid 2
212044_s_at	1	0.52906469	0.640938	-4.64	0.3859666	RPL27A	ribosomal protein L27a
216717_at	1	0.52906709	0.640934	-4.64	0.3146749	SUPT20H	SPT20 homolog, SAGA complex component
207174_at	1	0.52910765	0.64087	-4.64	0.3111387	GPC5	glypican 5
218464_s_at	1	0.52911447	0.64086	-4.64	0.1178867	FAM222B	family with sequence similarity 222 member B
211515_s_at	1	0.5291641	-0.640782	-4.64	-0.1104054	DSTYK	dual serine/threonine and tyrosine protein kinase
220166_at	1	0.52918894	-0.640743	-4.64	-0.2445019	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1
200747_s_at	1	0.52924235	0.640659	-4.64	0.1108155	NUMA1	nuclear mitotic apparatus protein 1
215210_s_at	1	0.52930474	0.64056	-4.64	0.1764272	DLST	dihydrolipoamide S-succinyltransferase
211039_at	1	0.52931222	-0.640549	-4.64	-0.2825261	CHRNA1	cholinergic receptor nicotinic alpha 1 subunit
205550_s_at	1	0.52932419	-0.64053	-4.64	-0.075663	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)
203403_s_at	1	0.52933016	0.640521	-4.64	0.0962941	RNF6	ring finger protein 6
218191_s_at	1	0.52938116	-0.64044	-4.64	-0.0695521	LMBRD1	LMBR1 domain containing 1
210628_x_at	1	0.52940886	-0.640397	-4.64	-0.205277	LTBP4	latent transforming growth factor beta binding protein 4
202885_s_at	1	0.52941013	-0.640395	-4.64	-0.3220013	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
214930_at	1	0.52952847	-0.640209	-4.64	-0.1693813	SLITRK5	SLIT and NTRK like family member 5
214611_at	1	0.52956062	0.640158	-4.64	0.4183872	GRIK1	glutamate ionotropic receptor kainate type subunit 1
220218_at	1	0.52963951	-0.640034	-4.64	-0.2718619	SPATA6L	spermatogenesis associated 6 like
213988_s_at	1	0.5296434	0.640028	-4.64	0.1599325	SAT1	spermidine/spermine N1-acetyltransferase 1
213278_at	1	0.5296456	-0.640025	-4.64	-0.1396785	MTMR9	myotubularin related protein 9
206505_at	1	0.52974956	0.639862	-4.64	0.5914755	UGT2B4	UDP glucuronosyltransferase family 2 member B4
202849_x_at	1	0.52979078	0.639797	-4.64	0.2548132	GRK6	G protein-coupled receptor kinase 6
213479_at	1	0.52982109	-0.639749	-4.64	-0.3799473	NPTX2	neuronal pentraxin 2
220894_x_at	1	0.5298412	-0.639718	-4.64	-0.5255724	PRDM12	PR/SET domain 12
209609_s_at	1	0.52985357	-0.639698	-4.64	-0.0921324	MRPL9	mitochondrial ribosomal protein L9
215734_at	1	0.52986852	-0.639675	-4.64	-0.3046847	IZUMO4	IZUMO family member 4
214512_s_at	1	0.52991458	0.639602	-4.64	0.0970817	SUB1	SUB1 homolog, transcriptional regulator
215171_s_at	1	0.52993387	-0.639572	-4.64	-0.1027867	TIMM17A	translocase of inner mitochondrial membrane 17 homolog A (yeast)
212727_at	1	0.52998848	0.639486	-4.64	0.1688876	DLG3	discs large MAGUK scaffold protein 3
203141_s_at	1	0.52999141	-0.639482	-4.64	-0.3004637	AP3B1	adaptor related protein complex 3 beta 1 subunit
209770_at	1	0.53012286	0.639275	-4.64	0.1089094	BTN3A1	butyrophilin subfamily 3 member A1
214249_at	1	0.53016113	0.639215	-4.64	0.2982878	TRIM2	tripartite motif containing 2
209633_at	1	0.53020688	-0.639143	-4.64	-0.3545704	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha
200796_s_at	1	0.53026718	-0.639049	-4.64	-0.1766471	MCL1	BCL2 family apoptosis regulator
214401_at	1	0.5303213	-0.638964	-4.64	-0.2165958	PAX1	paired box 1
AFFX-HUMRGE/M10098_3_at	1	0.53032996	0.63895	-4.64	0.6087389		
203343_at	1	0.5303704	-0.638886	-4.64	-0.1856419	UGDH	UDP-glucose 6-dehydrogenase
208182_x_at	1	0.53043446	0.638786	-4.64	0.1935325	IFNA14	interferon alpha 14
214523_at	1	0.53049074	-0.638698	-4.64	-0.2642767	CEBPE	CCAAT/enhancer binding protein epsilon
207254_at	1	0.53065345	-0.638442	-4.64	-0.4215254	SLC15A1	solute carrier family 15 member 1
211031_s_at	1	0.53067091	-0.638415	-4.64	-0.4543147	CLIP2	CAP-Gly domain containing linker protein 2
217478_s_at	1	0.5307002	-0.638369	-4.64	-0.1882299	HLA-DMA	major histocompatibility complex, class II, DM alpha
213162_at	1	0.53072193	0.638335	-4.64	0.2817445	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2
215555_at	1	0.5307358	0.638313	-4.64	0.5813109		
210595_at	1	0.53076534	0.638267	-4.64	0.2269705	ZNF235	zinc finger protein 235
204304_s_at	1	0.53081646	-0.638186	-4.64	-0.2261848	PROM1	prominin 1
206955_at	1	0.53090377	0.638049	-4.64	0.3707512	LOC101930168///LOC100509620///AQP7	putative aquaporin-7-like protein 3///putative aquaporin-7-like protein 3///aquaporin 7
212104_s_at	1	0.53094685	0.637982	-4.64	0.1825871	RBFOX2	RNA binding protein, fox-1 homolog 2
216714_at	1	0.53100735	0.637887	-4.64	0.1621928	CCL13	C-C motif chemokine ligand 13
203970_s_at	1	0.53107726	0.637777	-4.64	0.1192941	PEX3	peroxisomal biogenesis factor 3
221942_s_at	1	0.53111927	-0.637711	-4.64	-0.1840205	GUCY1A3	guanylate cyclase 1 soluble subunit alpha
204280_at	1	0.53113606	0.637685	-4.64	0.2653553	RGS14	regulator of G-protein signaling 14
213927_at	1	0.53127225	-0.637471	-4.65	-0.1371569	MAP3K9	mitogen-activated protein kinase kinase kinase 9
202510_s_at	1	0.53128055	-0.637458	-4.65	-0.1630929	TNFAIP2	TNF alpha induced protein 2
207007_at	1	0.5312941	0.637437	-4.65	0.2218013	NR1I3	nuclear receptor subfamily 1 group I member 3
211875_x_at	1	0.5314313	0.637222	-4.65	0.1513965	PCDHGA10	protocadherin gamma subfamily A, 10
205388_at	1	0.53146015	-0.637177	-4.65	-0.3378694	TNNC2	troponin C2, fast skeletal type
214831_at	1	0.53148391	-0.637139	-4.65	-0.4247106	ELK4	ELK4, ETS transcription factor
214993_at	1	0.53152079	0.637081	-4.65	0.2388634	ASPHD1	aspartate beta-hydroxylase domain containing 1
215779_s_at	1	0.53154308	-0.637047	-4.65	-0.4561708	HIST1H2BJ///HIST1H2BG	histone cluster 1, H2bj///histone cluster 1, H2bg
218579_s_at	1	0.53155653	0.637025	-4.65	0.3675926	DHX35	DEAH-box helicase 35
202910_s_at	1	0.53161773	0.636929	-4.65	0.1091321	ADGRE5	adhesion G protein-coupled receptor E5
209223_at	1	0.53177399	-0.636684	-4.65	-0.4243017	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2
211350_s_at	1	0.53185322	-0.63656	-4.65	-0.4596108	KIF25-AS1	KIF25 antisense RNA 1
214582_at	1	0.53189918	0.636488	-4.65	0.1564878	PDE3B	phosphodiesterase 3B
202515_at	1	0.53193399	0.636434	-4.65	0.087994	DLG1	discs large MAGUK scaffold protein 1
204633_s_at	1	0.53193866	-0.636426	-4.65	-0.1032569	RPS6KA5	ribosomal protein S6 kinase A5
202207_at	1	0.53194871	-0.636411	-4.65	-0.0981779	ARL4C	ADP ribosylation factor like GTPase 4C
219535_at	1	0.53197597	-0.636368	-4.65	-0.1865133	HUNK	hormonally up-regulated Neu-associated kinase
202488_s_at	1	0.53199121	-0.636344	-4.65	-0.1176558	FXYD3	FXYD domain containing ion transport regulator 3
204265_s_at	1	0.53202185	-0.636296	-4.65	-0.1111578	GPSM3	G-protein signaling modulator 3
205260_s_at	1	0.53203548	0.636275	-4.65	0.0711317	ACYP1	acylphosphatase 1
205459_s_at	1	0.5320979	-0.636177	-4.65	-0.3140856	NPAS2	neuronal PAS domain protein 2
215571_at	1	0.53211414	-0.636151	-4.65	-0.3497772		
222276_at	1	0.53217875	-0.63605	-4.65	-0.1923327	METTL2B	methyltransferase like 2B
208293_x_at	1	0.53218857	0.636035	-4.65	0.3819146	CSHL1	chorionic somatomammotropin hormone like 1
218636_s_at	1	0.53219655	-0.636022	-4.65	-0.2725915	MAN1B1	mannosidase alpha class 1B member 1
216808_at	1	0.53220027	0.636016	-4.65	0.3012343	MIR622	microRNA 622
207588_at	1	0.53220052	-0.636016	-4.65	-0.4881303		
217797_at	1	0.53222235	0.635982	-4.65	0.0966266	UFC1	ubiquitin-fold modifier conjugating enzyme 1
217019_at	1	0.53234011	-0.635797	-4.65	-0.2979198		
219184_x_at	1	0.53239574	0.63571	-4.65	0.1782524	TIMM22	translocase of inner mitochondrial membrane 22 homolog (yeast)
210126_at	1	0.53242809	-0.635659	-4.65	-0.471053	PSG9	pregnancy specific beta-1-glycoprotein 9
210034_s_at	1	0.53242998	0.635656	-4.65	0.1825551	RPL5///SNORD21	ribosomal protein L5///small nucleolar RNA, C/D box 21
208265_at	1	0.53249152	-0.63556	-4.65	-0.3712978	C2orf83	chromosome 2 open reading frame 83
208502_s_at	1	0.53251224	-0.635528	-4.65	-0.2638048	PITX1	paired like homeodomain 1
213509_x_at	1	0.5325217	-0.635513	-4.65	-0.0920227	CES2	carboxylesterase 2
200710_at	1	0.53254417	-0.635478	-4.65	-0.1293968	ACADVL	acyl-CoA dehydrogenase, very long chain
205312_at	1	0.53255925	-0.635454	-4.65	-0.4347536	SPI1	Spi-1 proto-oncogene
214695_at	1	0.53256215	0.635449	-4.65	0.0939883	UBAP2L	ubiquitin associated protein 2 like
205946_at	1	0.53259574	0.635397	-4.65	0.2565958	VIPR2	vasoactive intestinal peptide receptor 2
205493_s_at	1	0.53264833	-0.635314	-4.65	-0.3478128	DPYSL4	dihydropyrimidinase like 4
214237_x_at	1	0.53264855	-0.635314	-4.65	-0.2531227	PAWR	pro-apoptotic WT1 regulator
218860_at	1	0.53276794	0.635127	-4.65	0.1297482	NOC4L	nucleolar complex associated 4 homolog
209939_x_at	1	0.53277754	0.635112	-4.65	0.1334011	CFLAR	CASP8 and FADD like apoptosis regulator
201201_at	1	0.53278465	0.635101	-4.65	0.1249945	CSTB	cystatin B
212082_s_at	1	0.53282852	0.635032	-4.65	0.0969489	MYL6	myosin light chain 6
220890_s_at	1	0.53284596	-0.635005	-4.65	-0.1081048	APOLD1///DDX47	apolipoprotein L domain containing 1///DEAD-box helicase 47
221538_s_at	1	0.53285784	-0.634986	-4.65	-0.3532507	PLXNA1	plexin A1
208949_s_at	1	0.53286594	-0.634974	-4.65	-0.2008378	LGALS3	lectin, galactoside binding soluble 3
200951_s_at	1	0.53289182	0.634933	-4.65	0.1611947	CCND2	cyclin D2
221907_at	1	0.53300371	-0.634758	-4.65	-0.1597907	TRMT61A	tRNA methyltransferase 61A
218978_s_at	1	0.53301332	0.634743	-4.65	0.3325735	SLC25A37	solute carrier family 25 member 37
215396_at	1	0.53308883	-0.634625	-4.65	-0.3414605	ADGRV1	adhesion G protein-coupled receptor V1
210234_at	1	0.53310841	-0.634594	-4.65	-0.190372	GRM4	glutamate metabotropic receptor 4
212893_at	1	0.53311585	-0.634582	-4.65	-0.0851979	ZZZ3	zinc finger ZZ-type containing 3
215243_s_at	1	0.53311644	-0.634581	-4.65	-0.3364977	GJB3	gap junction protein beta 3
211235_s_at	1	0.53311734	-0.63458	-4.65	-0.3106703	ESR1	estrogen receptor 1
202991_at	1	0.53312596	-0.634566	-4.65	-0.1209054	STARD3	StAR related lipid transfer domain containing 3
212346_s_at	1	0.53327769	-0.634329	-4.65	-0.1361391	MIR4800///MXD4	microRNA 4800///MAX dimerization protein 4
218878_s_at	1	0.53330186	-0.634291	-4.65	-0.1077412	SIRT1	sirtuin 1
214829_at	1	0.53332755	-0.634251	-4.65	-0.4729658	AASS	aminoadipate-semialdehyde synthase
217917_s_at	1	0.5333696	0.634185	-4.65	0.1268514	DYNLRB1	dynein light chain roadblock-type 1
215038_s_at	1	0.53338518	-0.634161	-4.65	-0.1381485	SETD2	SET domain containing 2
212113_at	1	0.53339418	0.634147	-4.65	0.283753	ATXN7L3B	ataxin 7 like 3B
207579_at	1	0.53345727	0.634048	-4.65	0.405414	MAGEB3	MAGE family member B3
205892_s_at	1	0.53346256	0.63404	-4.65	0.1416092	FABP1	fatty acid binding protein 1
210604_at	1	0.53348657	-0.634002	-4.65	-0.1793329	GNAT2	G protein subunit alpha transducin 2
221355_at	1	0.53349359	-0.633991	-4.65	-0.3108332	CHRNG	cholinergic receptor nicotinic gamma subunit
209070_s_at	1	0.53349913	-0.633982	-4.65	-0.2048376	RGS5	regulator of G-protein signaling 5
203179_at	1	0.53357138	0.633869	-4.65	0.0837307	GALT	galactose-1-phosphate uridylyltransferase
221883_at	1	0.53363236	0.633774	-4.65	0.139737	PKNOX1	PBX/knotted 1 homeobox 1
205289_at	1	0.53366673	-0.63372	-4.65	-0.2763271	BMP2	bone morphogenetic protein 2
211504_x_at	1	0.53374707	-0.633594	-4.65	-0.1970874	ROCK2	Rho associated coiled-coil containing protein kinase 2
209036_s_at	1	0.533775	-0.633551	-4.65	-0.0763144	MDH2	malate dehydrogenase 2
205532_s_at	1	0.53378134	-0.633541	-4.65	-0.3343702	CDH6	cadherin 6
201742_x_at	1	0.53381754	0.633484	-4.65	0.1203053	SRSF1	serine and arginine rich splicing factor 1
219580_s_at	1	0.5338477	-0.633437	-4.65	-0.292486	TMC5	transmembrane channel like 5
203146_s_at	1	0.53394502	-0.633285	-4.65	-0.1679275	GABBR1	gamma-aminobutyric acid type B receptor subunit 1
211095_at	1	0.53398145	-0.633228	-4.65	-0.4466944	NF1	neurofibromin 1
220555_s_at	1	0.53409581	-0.633049	-4.65	-0.3508278	PDZD7	PDZ domain containing 7
200008_s_at	1	0.53415335	-0.632959	-4.65	-0.1050744	GDI2	GDP dissociation inhibitor 2
205502_at	1	0.53416662	-0.632938	-4.65	-0.1550995	CYP17A1	cytochrome P450 family 17 subfamily A member 1
205302_at	1	0.53417215	-0.632929	-4.65	-0.407867	IGFBP1	insulin like growth factor binding protein 1
220344_at	1	0.53425944	-0.632793	-4.65	-0.1659743	C11orf16	chromosome 11 open reading frame 16
205668_at	1	0.53432659	0.632688	-4.65	0.1254541	LY75	lymphocyte antigen 75
211488_s_at	1	0.53440092	-0.632572	-4.65	-0.3150133	ITGB8	integrin subunit beta 8
212450_at	1	0.53450352	0.632411	-4.65	0.1226778	SECISBP2L	SECIS binding protein 2 like
201155_s_at	1	0.53454552	-0.632346	-4.65	-0.1432309	MFN2	mitofusin 2
211358_s_at	1	0.53458454	-0.632285	-4.65	-0.2486841	CIZ1	CDKN1A interacting zinc finger protein 1
210165_at	1	0.53459136	-0.632274	-4.65	-0.1408185	DNASE1	deoxyribonuclease 1
212287_at	1	0.5346437	0.632192	-4.65	0.0888788	SUZ12	SUZ12 polycomb repressive complex 2 subunit
217985_s_at	1	0.53484901	0.631871	-4.65	0.097295	BAZ1A	bromodomain adjacent to zinc finger domain 1A
217776_at	1	0.53486773	-0.631842	-4.65	-0.1396955	RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
206722_s_at	1	0.53488015	-0.631823	-4.65	-0.130639	LPAR2	lysophosphatidic acid receptor 2
208351_s_at	1	0.53497836	0.631669	-4.65	0.1134613	MAPK1	mitogen-activated protein kinase 1
221996_s_at	1	0.53500447	-0.631628	-4.65	-0.2267737	CLTB	clathrin light chain B
214987_at	1	0.53502114	-0.631602	-4.65	-0.2574567	GAB1	GRB2 associated binding protein 1
210077_s_at	1	0.53502609	-0.631595	-4.65	-0.1704404	SRSF5	serine and arginine rich splicing factor 5
206279_at	1	0.53504856	0.63156	-4.65	0.1159203	PRKY	protein kinase, Y-linked, pseudogene
208448_x_at	1	0.53505529	0.631549	-4.65	0.2105838	IFNA16	interferon alpha 16
203340_s_at	1	0.53512905	0.631434	-4.65	0.1511625	SLC25A12	solute carrier family 25 member 12
217389_s_at	1	0.535138	-0.63142	-4.65	-0.2958751	ATF5	activating transcription factor 5
217580_x_at	1	0.53514489	-0.631409	-4.65	-0.1229741		
213441_x_at	1	0.53516305	-0.631381	-4.65	-0.3358864	SPDEF	SAM pointed domain containing ETS transcription factor
219264_s_at	1	0.5351839	-0.631348	-4.65	-0.3423218	PPP2R3B	protein phosphatase 2 regulatory subunit B''beta
213937_s_at	1	0.53518979	0.631339	-4.65	0.1328425	FTSJ1	FtsJ RNA methyltransferase homolog 1 (E. coli)
211801_x_at	1	0.53521604	0.631298	-4.65	0.0974525	MFN1	mitofusin 1
201633_s_at	1	0.53522328	0.631287	-4.65	0.1374643	CYB5B	cytochrome b5 type B
211446_at	1	0.53528896	-0.631184	-4.65	-0.2713572	RGSL1	regulator of G-protein signaling like 1
209594_x_at	1	0.53529858	-0.631169	-4.65	-0.1652185	PSG9	pregnancy specific beta-1-glycoprotein 9
218971_s_at	1	0.53531449	0.631144	-4.65	0.233841	WDR91	WD repeat domain 91
219928_s_at	1	0.53540141	-0.631008	-4.65	-0.2447507	CABYR	calcium binding tyrosine phosphorylation regulated
203915_at	1	0.53547216	-0.630898	-4.65	-0.1429653	CXCL9	C-X-C motif chemokine ligand 9
220978_at	1	0.53555398	-0.63077	-4.65	-0.3662938	KRTAP1-3	keratin associated protein 1-3
214119_s_at	1	0.53560103	-0.630697	-4.65	-0.1188375	LOC101929368///FKBP1A	uncharacterized LOC101929368///FK506 binding protein 1A
204209_at	1	0.53560195	0.630695	-4.65	0.0979965	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha
204395_s_at	1	0.53562972	-0.630652	-4.65	-0.1382485	GRK5	G protein-coupled receptor kinase 5
212697_at	1	0.53563628	-0.630642	-4.65	-0.0936021	FAM134C	family with sequence similarity 134 member C
208476_s_at	1	0.53571579	-0.630517	-4.65	-0.31334	FRMD4A	FERM domain containing 4A
200950_at	1	0.53577628	-0.630423	-4.65	-0.1372718	ARPC1A	actin related protein 2/3 complex subunit 1A
205818_at	1	0.53584195	-0.63032	-4.65	-0.2541105	BRINP1	BMP/retinoic acid inducible neural specific 1
210074_at	1	0.53586592	0.630283	-4.65	0.3751472	CTSV	cathepsin V
218768_at	1	0.53586818	0.630279	-4.65	0.0723558	NUP107	nucleoporin 107
200771_at	1	0.53591836	-0.630201	-4.65	-0.1778289	LAMC1	laminin subunit gamma 1
207664_at	1	0.5359256	0.63019	-4.65	0.6144861	ADAM2	ADAM metallopeptidase domain 2
207876_s_at	1	0.53593956	-0.630168	-4.65	-0.1461534	FLNC	filamin C
217741_s_at	1	0.53597606	-0.630111	-4.65	-0.141643	ZFAND5	zinc finger AN1-type containing 5
215284_at	1	0.53599194	0.630086	-4.65	0.1948504		
213432_at	1	0.536017	-0.630047	-4.65	-0.1818622	MUC5B	mucin 5B, oligomeric mucus/gel-forming
219508_at	1	0.53602167	0.63004	-4.65	0.3059912	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type
213615_at	1	0.53603462	-0.63002	-4.65	-0.0825577	LPCAT3	lysophosphatidylcholine acyltransferase 3
214724_at	1	0.53607296	0.62996	-4.65	0.3184736	DIXDC1	DIX domain containing 1
220489_s_at	1	0.53608728	-0.629937	-4.65	-0.5534944	SERINC2	serine incorporator 2
207524_at	1	0.53610516	-0.62991	-4.65	-0.3108131	MIR6132///ST7-OT3///ST7	microRNA 6132///ST7 overlapping transcript 3///suppression of tumorigenicity 7
213780_at	1	0.53618231	-0.629789	-4.65	-0.2539489	TCHH	trichohyalin
218184_at	1	0.53619478	0.62977	-4.65	0.1076928	TULP4	tubby like protein 4
212818_s_at	1	0.53622542	-0.629722	-4.65	-0.3362546	ASB1	ankyrin repeat and SOCS box containing 1
221821_s_at	1	0.53626491	-0.62966	-4.65	-0.1471722	KANSL2	KAT8 regulatory NSL complex subunit 2
208878_s_at	1	0.53629256	0.629617	-4.65	0.0936162	PAK2	p21 (RAC1) activated kinase 2
220287_at	1	0.53632196	-0.629571	-4.65	-0.1119974	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9
205425_at	1	0.53635364	-0.629522	-4.65	-0.2952837	HIP1	huntingtin interacting protein 1
204920_at	1	0.53638823	-0.629468	-4.65	-0.1988605	CPS1	carbamoyl-phosphate synthase 1
200081_s_at	1	0.53642877	-0.629405	-4.65	-0.100479	RPS6	ribosomal protein S6
211148_s_at	1	0.53649397	-0.629303	-4.65	-0.5462902	ANGPT2	angiopoietin 2
209168_at	1	0.53649567	0.6293	-4.65	0.2194588	GPM6B	glycoprotein M6B
217957_at	1	0.53649594	0.6293	-4.65	0.1955267	CFAP20	cilia and flagella associated protein 20
204048_s_at	1	0.53651877	0.629264	-4.65	0.1388993	PHACTR2	phosphatase and actin regulator 2
217522_at	1	0.53655117	0.629214	-4.65	0.3413556	KCNV2	potassium voltage-gated channel modifier subfamily V member 2
220019_s_at	1	0.53655966	-0.6292	-4.65	-0.1479906	ZNF224	zinc finger protein 224
201069_at	1	0.53661981	-0.629106	-4.65	-0.2407255	MMP2	matrix metallopeptidase 2
206266_at	1	0.53663602	0.629081	-4.65	0.4482488	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
221700_s_at	1	0.53666603	-0.629034	-4.65	-0.0885546	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1
219789_at	1	0.5367233	-0.628945	-4.65	-0.1718153	NPR3	natriuretic peptide receptor 3
210880_s_at	1	0.53678379	0.628851	-4.65	0.3831934	EFS	embryonal Fyn-associated substrate
219977_at	1	0.53678785	-0.628844	-4.65	-0.1637882	AIPL1	aryl hydrocarbon receptor interacting protein like 1
219034_at	1	0.53681592	-0.628801	-4.65	-0.1847616	PARP16	poly(ADP-ribose) polymerase family member 16
219538_at	1	0.53684552	-0.628754	-4.65	-0.1276779	WDR5B	WD repeat domain 5B
221802_s_at	1	0.53687155	-0.628714	-4.65	-0.3746764	SHTN1	shootin 1
200846_s_at	1	0.53694656	0.628597	-4.65	0.1322851	PPP1CA	protein phosphatase 1 catalytic subunit alpha
220299_at	1	0.53701187	-0.628495	-4.65	-0.3546455	SPATA6	spermatogenesis associated 6
214714_at	1	0.53705863	-0.628422	-4.65	-0.1482554	ZNF394	zinc finger protein 394
202774_s_at	1	0.53709487	-0.628366	-4.65	-0.1517258	SFSWAP	splicing factor SWAP homolog
213714_at	1	0.53709744	-0.628362	-4.65	-0.3786878	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2
212063_at	1	0.53713289	-0.628306	-4.65	-0.0709509	CD44	CD44 molecule (Indian blood group)
206582_s_at	1	0.537159	-0.628266	-4.65	-0.144593	ADGRG1	adhesion G protein-coupled receptor G1
202258_s_at	1	0.5371799	0.628233	-4.65	0.1274716	N4BP2L2	NEDD4 binding protein 2 like 2
205306_x_at	1	0.53726266	-0.628104	-4.65	-0.21146	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
213055_at	1	0.53730145	0.628043	-4.65	0.1835233	CD47	CD47 molecule
212370_x_at	1	0.53746737	0.627785	-4.65	0.0778011	LOC101930591///FAM21A///FAM21C	uncharacterized LOC101930591///family with sequence similarity 21 member A///family with sequence similarity 21 member C
206579_at	1	0.53752205	-0.6277	-4.65	-0.1307269	ZKSCAN8	zinc finger with KRAB and SCAN domains 8
203872_at	1	0.53759151	-0.627591	-4.65	-0.2192847	ACTA1	actin, alpha 1, skeletal muscle
206765_at	1	0.53763213	-0.627528	-4.65	-0.2418465	KCNJ2	potassium voltage-gated channel subfamily J member 2
202826_at	1	0.53763628	0.627522	-4.65	0.2920376	SPINT1	serine peptidase inhibitor, Kunitz type 1
